country,skill_sets,top_skills
"London, United Kingdom","[{'\n  Industry Knowledge': ['Marketing', 'Consumer Products', 'Brand Awareness', 'Branding & Identity', 'Customer Insight', 'Data Analysis', 'Quantitative Analytics', 'Economics', 'Project Management', 'Start-ups', 'Consumer Behaviour', 'Data Mining', 'Machine Learning']}, {'\n  Tools & Technologies': ['PowerPoint', 'Microsoft Office', 'Python', 'R']}, {'\n  Interpersonal Skills': ['Qualitative Research', 'Management']}, {'\n  Languages': ['English']}, {'\n  Other Skills': ['Networking', 'Consumer Insight', 'Brand Equity', 'Text Analytics']}]","Market Research,Analysis,Teamwork"
Greater Boston Area,"[{'\n  Industry Knowledge': ['Object Oriented Design', 'Software Engineering', 'Agile Methodologies', 'Integration', 'Data Visualization', 'Programming', 'Web Development', 'Machine Learning', 'Data Mining', 'Computer Science', 'Photography', 'Architecture', 'iOS development', 'Portrait Photography', 'Distributed Systems', 'Requirements Analysis', 'Architectures']}, {'\n  Tools & Technologies': ['Unix', 'SQL', 'C++', 'JSP', 'Mac OS X', 'Ruby on Rails', 'C#', 'XML', 'Hadoop', 'Objective-C', 'JavaScript', 'Oracle', 'OS X', 'C', 'Ant']}, {'\n  Other Skills': ['Information Visualization', 'Lucene', 'Commercial Product Photography', 'Verity']}]","Java,Software Development,Web Applications"
Singapore,"[{'\n  Industry Knowledge': ['Mathematical Modeling', 'Machine Learning', 'Statistics', 'Optimization', 'Data Mining', 'Algorithms', 'Statistical Modeling']}, {'\n  Tools & Technologies': ['R', 'Hadoop', 'Python', 'LaTeX', 'C++', 'Assembly Language', 'VBScript', 'Visual Basic', 'Hbase', 'Scala']}, {'\n  Interpersonal Skills': ['University Teaching', 'Qualitative Research']}, {'\n  Other Skills': ['Nonlinear Optimization', 'Pattern Recognition', 'Convex Optimization', 'Data Classification']}]","Data Analysis,Research,Matlab"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Computer Science', 'Artificial Intelligence', 'Data Mining', 'Programming', 'Algorithms']}, {'\n  Tools & Technologies': ['C++', 'Java', 'Python']}, {'\n  Other Skills': ['Information Retrieval', 'Text Mining', 'Pattern Recognition', 'Semantics']}]","Natural Language Processing,Information Extraction,Machine Learning"
,,
,,
"Ratangarh Area, India","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Interpersonal Skills': []}]",
"Hyderabad Area, India","[{'\n  Industry Knowledge': ['Artificial Intelligence']}, {'\n  Tools & Technologies': ['Python', 'C', 'MySQL']}, {'\n  Other Skills': []}]","C++,Machine Learning,Data Analysis"
"Bengaluru, Karnataka, India","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Other Skills': []}]",
,,
"Bengaluru Area, India","[{'\n  Industry Knowledge': ['Programming', 'Machine Learning', 'Algorithms', 'Data Structures and Algorithms', 'Computer Networks']}, {'\n  Tools & Technologies': ['Java', 'Operating Systems', 'Microsoft Office', 'MySQL', 'HTML', 'JavaScript', 'SQL', 'Matlab', 'OpenGL', 'Linux']}, {'\n  Other Skills': ['Natural Language Processing', 'Deep Learning', 'AI and Machine Learning', 'Microprocessor Programming(8086) and Interfacing']}]","Data Structures,C,C++"
,,
,,
,,
,,
,,
,,
Israel,"[{'\n  Industry Knowledge': ['Programming', 'Software Development', 'Computer Science', 'OOP', 'Software Engineering', 'Debugging', 'Object Oriented Design', 'Object-Oriented Programming (OOP)']}, {'\n  Tools & Technologies': ['C', 'Java', 'Python', 'Linux', 'C#', 'PowerPoint', 'Matlab', 'Visio', 'Perl']}, {'\n  Interpersonal Skills': ['Lecturing']}, {'\n  Other Skills': ['SystemC']}]","C++,Algorithms,Performance Evaluation"
,,
"Minhang District, Shanghai, China","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': ['ASP.NET', 'Microsoft SQL Server']}, {'\n  Interpersonal Skills': []}]","Java,Software Development,C#"
"Hyderabad, Telangana, India","[{'\n  Tools & Technologies': ['Java']}, {'\n  Other Skills': []}]","C++,Python,C"
,,
,,
"West Godavari, Andhra Pradesh, India","[{'\n  Industry Knowledge': ['Data Analysis']}, {'\n  Tools & Technologies': ['Python']}, {'\n  Other Skills': ['Natural Language Processing', 'Algorithm Design']}]","Machine Learning,Information Retrieval,Artificial Intelligence"
Greater New York City Area,"[{'\n  Industry Knowledge': ['Program Management', 'Integration', 'Cloud Computing', 'Enterprise Architecture', 'Business Intelligence', 'Software Project Management', 'Strategy', 'IT Management', 'Management Consulting', 'Business Analysis', 'Marketing', 'Business Process Improvement', 'Product Management', 'Project Portfolio Management', 'Outsourcing', 'Venture Capital', 'Security', 'SDLC', 'Software Development', 'Start-ups', 'CRM', 'Agile Methodologies', 'Cloud computing', 'Program management']}, {'\n  Tools & Technologies': ['Enterprise Software', 'SaaS']}, {'\n  Interpersonal Skills': ['Team Building', 'Public Speaking']}, {'\n  Other Skills': ['Governance']}]","IT Strategy,Entrepreneurship,Leadership"
"Bengaluru, Karnataka, India","[{'\n  Industry Knowledge': ['Machine Learning', 'Artificial Intelligence', 'Cloud Computing']}, {'\n  Tools & Technologies': ['Java', 'C', 'Linux', 'Python']}]","Data Structures,Data Analysis,C++"
"Hyderabad, Telangana, India","[{'\n  Industry Knowledge': ['Machine Learning', 'Programming']}, {'\n  Tools & Technologies': ['C++', 'Windows', 'Oracle', 'python', 'PowerPoint']}, {'\n  Other Skills': ['knowing ubuntu,linux']}]","Java,SQL,C"
"London, Greater London, United Kingdom","[{'\n  Industry Knowledge': ['Shell Scripting', 'Algorithms', 'Programming', 'Artificial Intelligence', 'Data Structures', 'Distributed Systems', 'Software Engineering', 'Software Development']}, {'\n  Tools & Technologies': ['C', 'Python', 'C++', 'Matlab', 'R', 'Java', 'Eclipse', 'Unix', 'LaTeX', 'Operating Systems', 'Git', 'HTML', 'PHP', 'MySQL', 'CSS', 'Databases', 'SQL', 'NoSQL']}, {'\n  Other Skills': ['Data Science', 'GNU Octave', 'Compilers', 'GNU Debugger', 'Valgrind']}]","Machine Learning,Natural Language Processing,Linux"
,,
"Redmond, Washington","[{'\n  Industry Knowledge': ['Business Intelligence', 'Research', 'Strategy', 'Forecasting', 'Cloud Computing', 'Analysis', 'Product Management', 'Business Analysis']}, {'\n  Other Skills': ['Forecasting, Time Series Analysis, Modeling']}]","Statistics,Analytics,Data Analysis"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Web Development', 'Software Development', 'Machine Learning', 'Data Analysis', 'Data Mining', 'Algorithms', 'Computer Science', 'Programming', 'Bioinformatics']}, {'\n  Tools & Technologies': ['Python', 'C#', 'Matlab', 'ASP.NET', 'Databases', 'C', 'Hadoop', 'LaTeX', 'Microsoft SQL Server', 'R', 'Linux']}, {'\n  Other Skills': ['Computational Biology', 'Algorithm Design', 'J2EE Web Services', 'GPU programming (CUDA)', 'Network Analysis', 'Message Passing Interface (MPI)', 'Optimization Algorithms', 'Parallel Algorithms', 'WEKA']}]","C++,Java,SQL"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Mathematical Modeling', 'Operations Research', 'Statistical Modeling', 'Project Management', 'Analysis', 'Data Mining', 'Optimization', 'Simulations', 'Strategic Planning', 'Analytical Skills', 'Quantitative Analytics', 'Business Strategy', 'Market Research', 'Machine Learning', 'Inventory Management', 'Supply Chain Management']}, {'\n  Tools & Technologies': ['Matlab', 'Microsoft Office', 'Mathematica', 'SPSS', 'R', 'SAS', 'Visio', 'Minitab', 'Microsoft Excel']}, {'\n  Other Skills': ['Linear Programming', 'Service Operations', 'Order Fulfillment']}]","Statistics,Data Analysis,Research"
"Bandung Area, West Java, Indonesia","[{'\n  Tools & Technologies': ['Scala', 'Matlab', 'Python', 'C++', 'C#', 'Java', 'Microsoft Azure']}]","Machine Learning,Artificial Intelligence,Apache Spark"
"Redmond, Washington","[{'\n  Industry Knowledge': ['Data Mining', 'Big Data', 'Data Analysis', 'Business Analysis', 'Algorithms']}, {'\n  Tools & Technologies': ['PL/SQL', 'Unix', 'R', 'Scala', 'Java', 'SAS', 'Tableau', 'Oracle', 'C++', 'JavaScript', 'Hadoop', 'SQL']}, {'\n  Other Skills': ['Apache Spark', 'Decision Sciences', 'Casandra, Distributed Databases']}]","NLTK,Python,Machine Learning"
,,
"Cambridge, Massachusetts","[{'\n  Industry Knowledge': ['Machine Learning', 'Research', 'Statistics', 'Economics', 'Social Media', 'Mathematics', 'Computer Science', 'Data Visualization', 'Data Mining', 'Modeling', 'Statistical Modeling', 'Big Data']}, {'\n  Tools & Technologies': ['C', 'SQL', 'Microsoft Excel', 'Java', 'Pandas', 'Matlab']}, {'\n  Interpersonal Skills': ['Teamwork', 'Public Speaking']}, {'\n  Other Skills': ['Social Network Analysis', 'Web Scraping', 'Racket', 'Data Cleaning', 'Spark', 'Apache Spark', 'NumPy', 'Scikit-Learn', 'SciPy', 'Data Science', 'Natural Language Processing', 'Time Series Analysis']}]","Data Analysis,R,Python"
,,
"Mumbai, Maharashtra, India","[{'\n  Industry Knowledge': ['Programming']}, {'\n  Tools & Technologies': ['HTML', 'Solidworks', 'Linux', 'Verilog', 'AutoCAD', 'SketchUp', 'Arduino', 'Python', 'R']}, {'\n  Other Skills': ['Eagle PCB', 'EagleCAD', '8051 Microcontroller', 'LTSpice', 'GNU Radio']}]","C++,Matlab,Teamwork"
,,
,,
,,
San Francisco Bay Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Data Analysis', 'Data Mining', 'Statistical Modeling', 'Research', 'Event Planning', 'Data Visualization', 'Statistics']}, {'\n  Tools & Technologies': ['SQL', 'Matlab', 'SAS', 'Microsoft Office', 'PowerPoint', 'Microsoft Excel', 'Hadoop']}, {'\n  Interpersonal Skills': ['Teamwork', 'Time Management']}, {'\n  Other Skills': ['Apache Pig', 'Hive', 'Deep Learning']}]","Python,R,C++"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Statistics', 'Analytics', 'Machine Learning', 'Credit Risk', 'Quantitative Analytics']}, {'\n  Tools & Technologies': ['SAS', 'R']}, {'\n  Other Skills': ['Time Series Analysis', 'Logistic Regression', 'Predictive Modeling', 'Monte Carlo Simulation']}]","Data Mining,Statistical Modeling,Data Analysis"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Statistics', 'Distributed Systems', 'Software Engineering', 'Computer Science', 'Computer Vision', 'Algorithms', 'Programming']}, {'\n  Tools & Technologies': ['SQL', 'C#', 'C', 'C++', 'Java', 'Matlab', 'LaTeX']}, {'\n  Other Skills': ['Pattern Recognition', 'Biometrics']}]","Data Science,Machine Learning,Big Data"
,,
Greater Boston Area,"[{'\n  Industry Knowledge': ['Big Data', 'Machine Learning', 'Quantitative Analytics', 'Film Editing', 'Photography']}, {'\n  Tools & Technologies': ['Python', 'SAS', 'SQL', 'Stata', 'SPSS', 'Hadoop', 'Photoshop', 'Lightroom', 'Final Cut Pro']}, {'\n  Other Skills': ['Bayesian statistics', 'Survival Analysis', 'JMP', 'Pricing Analysis']}]","R,Data Analysis,Data Mining"
"Jersey City, New Jersey","[{'\n  Industry Knowledge': ['Quantitative Analytics', 'Equities', 'Portfolio Management', 'Data Analysis', 'Statistical Modeling', 'Modeling', 'Optimization', 'Data Mining', 'Algorithms', 'Equity Research']}, {'\n  Tools & Technologies': ['Unix', 'R', 'SAS']}, {'\n  Interpersonal Skills': ['Management']}, {'\n  Other Skills': ['Time Series Analysis', 'Pattern Recognition', 'Regression Analysis', 'Statistical Arbitrage', 'Factor Analysis', 'Decision Trees', 'Neural Networks', 'Generalized Linear Models (GLM)']}]","Machine Learning,Analytics,Strategy"
,,
"Hyderabad, Telangana, India","[{'\n  Industry Knowledge': ['Data Analysis', 'Statistical Modeling', 'Analysis', 'Machine Learning', 'Segmentation', 'Business Intelligence', 'Business Analytics', 'Statistics', 'Project Management', 'SAS Programming', 'CRM', 'Big Data', 'Mathematical Modeling', 'SAS programming', 'Operations Research', 'Optimization', 'Credit Risk', 'Econometrics', 'Modeling', 'Quantitative Analytics', 'Competitive Intelligence', 'Customer Relationship Management (CRM)']}, {'\n  Tools & Technologies': ['R', 'Python', 'Databases', 'VBA']}, {'\n  Interpersonal Skills': ['Management', 'Team Management']}, {'\n  Other Skills': ['Predictive Modeling', 'Predictive Analytics', 'Time Series Analysis', 'Logistic Regression', 'Customer Analysis', 'Natural Language Processing', 'Text Mining', 'Linear Regression']}]","Data Mining,Analytics,SAS"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Telemetry', 'Test Automation', 'Testing', 'Software Quality Assurance', 'Test Planning', 'Software Engineering', 'Software Project Management', 'Software Development', 'Test Management', 'Program Management', 'Release Management', 'Quality Assurance', 'Agile Methodologies', 'Business Intelligence', 'Test Cases', 'Test Strategy', 'Scrum', 'Regression Testing', 'SDLC', 'Performance Testing', 'Agile Project Management', 'Debugging', 'Distributed Systems', 'Scalability', 'Manual Testing', 'Software Development Life Cycle (SDLC)']}, {'\n  Tools & Technologies': ['SQL', 'C++']}, {'\n  Interpersonal Skills': ['Mentoring']}, {'\n  Other Skills': ['Mentoring New Hires', 'Managing Processes', 'Test Execution', 'Automated Software Testing', 'Win32 API', 'Black Box Testing']}]","Data Analysis,Data Science,Telemetry"
,,
"Redmond, Washington","[{'\n  Industry Knowledge': ['Data Analysis', 'statistics', 'Machine Learning', 'Project Management', 'Project Planning', 'Business Analysis', 'Big Data', 'Consumer Behavior', 'Data Mining', 'Programming']}, {'\n  Tools & Technologies': ['Tableau', 'SAS', 'Hadoop', 'Python', 'Power BI', 'PowerPoint', 'Microsoft Word', 'Microsoft Office', 'MySQL', 'Microsoft PowerPoint']}, {'\n  Interpersonal Skills': ['Leadership', 'Management', 'Team Leadership', 'Teamwork']}, {'\n  Other Skills': ['Greenplum', 'Teradata', 'Linear Regression']}]","SQL,Microsoft Excel,R"
"Berlin Area, Germany","[{'\n  Industry Knowledge': ['Project Management', 'Analysis', 'Entrepreneurship', 'Business Strategy', 'Financial Modeling', 'Research', 'Financial Analysis', 'Finance', 'Corporate Finance']}, {'\n  Tools & Technologies': ['Microsoft Excel', 'SPSS', 'Microsoft Office']}, {'\n  Interpersonal Skills': ['Team Leadership', 'Teamwork', 'Leadership', 'Organizational Development']}, {'\n  Languages': ['English', 'German', 'Spanish', 'French', 'Dutch']}, {'\n  Other Skills': []}]","Product Management,Data Analysis,Analytical Skills"
,,
,,
,,
,,
,,
"London, Greater London, United Kingdom","[{'\n  Industry Knowledge': ['Forecasting']}, {'\n  Tools & Technologies': ['SQL', 'R', 'Python', 'Java', 'Matlab']}]","Data Analysis,VBA,SAS"
"Hyderabad, Telangana, India","[{'\n  Industry Knowledge': ['Data Warehousing', 'Software Development', 'Agile Methodologies', 'Big Data', 'Database Design', 'Data Modeling']}, {'\n  Tools & Technologies': ['Hadoop', '.NET', 'XML', 'C#', 'SSIS', 'SSRS', 'ASP.NET MVC']}, {'\n  Interpersonal Skills': ['Team Leadership']}, {'\n  Other Skills': ['Leading Development Teams', 'Analysis Services', 'OLAP', 'MDX', 'Data Cubes', 'PowerPivot']}]","Business Intelligence,Enterprise Architecture,Microsoft SQL Server"
,,
Greater Seattle Area,"[{'\n  Industry Knowledge': ['SAS Programming', 'Trading', 'Strategy', 'Data Analysis']}, {'\n  Tools & Technologies': ['LaTeX', 'Visual Basic for Applications (VBA)', 'Microsoft Office', 'Microsoft Excel']}]","R,Python,Matlab"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Research', 'Data Analysis', 'Finite Element Analysis', 'Statistics', 'Simulations', 'Machine Learning', 'Numerical Analysis', 'Algorithms', 'Nanotechnology', 'Structural Analysis', 'Grant Writing', 'Web Development', 'Database Design']}, {'\n  Tools & Technologies': ['LaTeX', 'Microsoft Office', 'Simulink', 'R', 'Fortran', 'Labview', 'AutoCAD', 'LabVIEW', 'Python', 'Abaqus', 'C', 'MathCAD', 'SolidWorks', 'Solidworks']}]","Matlab,C++,Mathematica"
"Milano, Lombardy, Italy","[{'\n  Industry Knowledge': ['Systems Engineering', 'iOS development', 'Information Architecture', 'Software Engineering', 'Machine learning', 'Cloud Computing', 'Machine Learning', 'Software Development']}, {'\n  Tools & Technologies': ['VHDL', 'C/C++', 'Linux', 'XML', 'Embedded Systems', 'Embedded Software', 'Operating Systems', 'Simulink', 'Embedded C', 'Power BI', 'SQL', 'Microsoft Office', 'C', 'HTML', 'Eclipse', 'LaTeX', 'JavaScript', 'MySQL', 'Python', 'Azure ML', 'R']}, {'\n  Other Skills': ['Computer Architecture', 'Sistemi embedded', 'XACML', 'Hardware Engineering', 'Openfire', 'Sistemi operativi', 'Embedded Operating Systems', 'Mac OS X Server', 'Datazen']}]","Matlab,C++,Java"
"Redmond, Washington","[{'\n  Industry Knowledge': ['Programming', 'Testing', 'Software Engineering', 'Data Structures', 'Machine Learning', 'Computer Science', 'Cloud Computing']}, {'\n  Tools & Technologies': ['Java', 'C++', 'Eclipse', 'C#', 'Matlab', 'Operating Systems', 'Unix']}, {'\n  Other Skills': ['Big Data Analysis']}]","Software Development,C,Algorithms"
"Hyderabad Area, India","[{'\n  Industry Knowledge': ['Business Analysis', 'Data Analysis', 'Statistical Modeling', 'Analysis', 'Analytics']}, {'\n  Tools & Technologies': ['SQL', 'Microsoft Excel', 'R', 'Python', 'Tableau', 'Power BI']}, {'\n  Other Skills': ['Logistic Regression', 'Linear Regression', 'Cluster Analysis', 'Multivariate Analysis', 'Azure machine learning']}]","SAS,SPSS,Statistics"
Greater Boston Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Computer Science']}, {'\n  Tools & Technologies': ['Python', 'Java', 'C', 'Matlab', 'LaTeX']}, {'\n  Other Skills': []}]","Data Mining,Machine Learning,Algorithms"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Data Mining', 'Quantitative Analytics', 'Market Research', 'Statistics', 'Quantitative Analysis']}, {'\n  Tools & Technologies': ['SQL', 'SAS', 'Matlab', 'SPSS', 'Microsoft Excel', 'C++', 'PowerPoint', 'Excel']}, {'\n  Other Skills': ['Time Series Analysis', 'Logistic Regression', 'Linear Regression', 'Actuarial Exams', 'Predictive Modeling']}]","Python,Statistical Modeling,R"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Modeling', 'Agile Methodologies', 'Business Analysis', 'ETL', 'Solution Architecture', 'SDLC', 'Analytics', 'Big Data', 'Enterprise Architecture', 'Software Project Management', 'PMO', 'Business Process', 'Requirements Gathering', 'Architecture', 'Pre-sales', 'SOA', 'Process Improvement', 'ERP', 'Software Development Life Cycle (SDLC)', 'Business Process Improvement', 'Master Data Management', 'Database Design', 'Architectures']}, {'\n  Tools & Technologies': ['Oracle', 'Enterprise Software', 'Microsoft SQL Server', 'SSIS', 'SQL', 'Hadoop', 'JavaScript', 'XML', 'Perl', 'MS Project', 'Informatica', 'Visio', 'MatLab', 'MongoDB', 'PL/SQL', 'R', 'Mahout']}, {'\n  Other Skills': ['Teradata', 'Hive', 'Pig']}]","Data Warehousing,Business Intelligence,Requirements Analysis"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Survey Design', 'Analysis', 'Statistical Modeling', 'Market Research', 'Forecasting', 'Project Management', 'SAS programming', 'Sampling', 'Variance Analysis', 'Demand Planning']}, {'\n  Tools & Technologies': ['R', 'Microsoft Office', 'PowerPoint', 'Microsoft Excel']}, {'\n  Other Skills': ['Survey Research', 'Linear Regression']}]","Data Analysis,Statistics,Analytics"
,,
"Toronto, Ontario, Canada","[{'\n  Industry Knowledge': []}, {'\n  Tools & Technologies': []}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': []}]",
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Visualization', 'Data Analysis']}, {'\n  Tools & Technologies': ['Java', 'JavaScript', 'C', 'Adobe Experience Design', '.NET Framework', 'React.js']}, {'\n  Other Skills': []}]","C#,Python,R"
"Hyderabad, Telangana, India","[{'\n  Industry Knowledge': ['Agile Methodologies', 'Data Warehousing', 'Big Data', 'Machine Learning', 'SDLC', 'Requirements Analysis', 'Android Development', 'Analytics', 'Web Services', 'Software Development Life Cycle (SDLC)']}, {'\n  Tools & Technologies': ['PL/SQL', 'Hadoop', 'Databases', 'Java', 'Business Objects', 'R', 'Microsoft SQL Server', 'Java Enterprise Edition', 'JavaScript', 'Python', 'Unix', 'Cognos', 'Node.js', 'MongoDB']}, {'\n  Other Skills': ['Pentaho', 'GNU Octave', 'B2B Analytics', 'Deep Learning']}]","Oracle,Business Intelligence,SQL"
"Ottawa, Ontario, Canada","[{'\n  Industry Knowledge': ['Algorithms', 'Physics', 'Signal Processing', 'Machine Learning', 'Mathematical Modeling', 'Data Analysis', 'Computer Vision', 'Programming', 'Data Mining', 'Numerical Analysis', 'Simulations', 'Science', 'R&D', 'Research']}, {'\n  Tools & Technologies': ['LaTeX']}, {'\n  Interpersonal Skills': ['University Teaching']}, {'\n  Other Skills': ['Scientific Computing', 'Object Detection', 'Image Analysis', 'Experimentation']}]","Image Processing,Matlab,Pattern Recognition"
"Beijing City, China","[{'\n  Industry Knowledge': ['Architecture', 'Machine Learning', 'Data Warehousing', 'Performance Tuning', 'Shell Scripting', 'SOA', 'Integration']}, {'\n  Tools & Technologies': ['DB2', 'Java', 'SQL', 'Databases', 'Unix', 'IBM AIX', 'Java Enterprise Edition', 'JavaScript', 'Relational Databases', 'Linux', 'IBM DB2']}, {'\n  Interpersonal Skills': []}, {'\n  Other Skills': ['Data Science', 'customer enagement', 'Smart Cities', 'SQL Tuning', 'RIA']}]","Apache Spark,Hadoop,NoSQL"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Project Planning', 'Project Management']}, {'\n  Tools & Technologies': ['SQL', 'VBA']}, {'\n  Other Skills': ['Economic Regulation', 'Natural Language Processing']}]","Machine Learning,Econometrics,Python"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Statistical Modeling', 'Research', 'Healthcare', 'Medicare', 'Hedge Funds']}, {'\n  Tools & Technologies': ['SAS', 'Microsoft Office', 'C++', 'PowerPoint']}, {'\n  Other Skills': ['Predictive Modeling', 'Monte Carlo Simulation']}]","Python,Data Mining,R"
"Seattle, Washington","[{'\n  Industry Knowledge': ['Operations Research', 'Data Analysis', 'Statistical Modeling', 'Optimization', 'Simulations']}, {'\n  Tools & Technologies': ['Java']}]","Python,R,Machine Learning"
,,
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Protein Chemistry', 'Chemistry', 'Protein Expression', 'Confocal Microscopy', 'Protein Purification', 'Microscopy', 'Research', 'Statistics', 'Data Analysis']}, {'\n  Tools & Technologies': ['Matlab', 'Labview']}, {'\n  Other Skills': ['Biophysics', 'Experimentation', 'Ion Channels', 'Membrane Proteins', 'Electrophysiology', 'Protein Science', 'X-ray crystallography', 'Protein Electrophoresis', 'Lipid', 'Liposomes', 'Static Light Scattering', 'Fluorescence']}]","Physics,Data Science,Python"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Analysis', 'Quantitative Research', 'Financial Analysis']}, {'\n  Tools & Technologies': ['SPSS', 'Matlab', 'EViews', 'Stata', 'Microsoft Excel']}, {'\n  Other Skills': []}]","Python,R,SQL"
,,
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Risk Analysis', 'Strategic Consulting', 'Enterprise Risk Management', 'Business Process Improvement']}]","Business Analysis,Management Consulting,Risk Assessment"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Machine Learning', 'Optimization', 'Data Analysis', 'Numerical Analysis', 'Mathematical Modeling', 'Algorithms']}, {'\n  Tools & Technologies': ['Linux', 'SQL', 'R', 'C++', 'HTML', 'LaTeX', 'Microsoft Office', 'C']}, {'\n  Other Skills': ['High Performance Computing', 'MPI']}]","Python,Matlab,Statistics"
"Bellevue, Washington","[{'\n  Industry Knowledge': ['Signal Processing']}, {'\n  Tools & Technologies': ['Linux', 'Java']}, {'\n  Other Skills': ['Numerical Simulation']}]","Matlab,Numerical Analysis,Python"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Market Research', 'Economics']}, {'\n  Tools & Technologies': ['Python', 'R', 'SQL', 'Tableau']}, {'\n  Other Skills': ['Natural Language Processing', 'Time Series Analysis']}]","Data Mining,Machine Learning,Statistical Modeling"
"Hyderabad, Telangana, India","[{'\n  Industry Knowledge': ['Machine Learning', 'Algorithms', 'Android Development']}, {'\n  Tools & Technologies': ['C', 'Python', 'Matlab', 'Tensorflow', 'PyTorch', 'Keras', 'PostgreSQL', 'Docker', 'Linux', 'HTML5', 'JavaScript', 'LaTeX']}, {'\n  Interpersonal Skills': ['Teamwork', 'Leadership', 'Mentoring', 'Public Speaking']}, {'\n  Other Skills': ['Artificial Neural Networks']}]","Research,Java,C++"
"Albuquerque, New Mexico Area","[{'\n  Industry Knowledge': ['Algorithms', 'Mathematical Modeling', 'Data Mining', 'Statistical Modeling', 'Research', 'Simulations', 'Network Security', 'Programming', 'Data Analysis', 'Computer Science', 'Security', 'Modeling', 'Analysis', 'Information Security', 'Science', 'Numerical Analysis', 'Mathematics', 'R&D', 'Program Development', 'Optimization', 'Signal Processing', 'Technical Writing', 'Simulation', 'Analytics']}, {'\n  Tools & Technologies': ['R', 'Python', 'Linux', 'LaTeX', 'Matlab', 'Fortran', 'C', 'C++', 'Perl', 'Mathematica']}, {'\n  Other Skills': ['Cyber Security', 'Scientific Computing', 'High Performance Computing', 'Parallel Computing', 'Bayesian statistics', 'Applied Mathematics', 'Cyber Defense', 'Cyber-security', 'Statistical Computing', 'Monte Carlo Simulation', 'Parallel Programming', 'Data Science', 'Theory']}]","Machine Learning,Computer Security,Statistics"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Data Mining', 'Data Visualization', 'Enterprise Resource Planning (ERP)', 'Functional Testing', 'Project Management', 'IT Service Management', 'Trend Analysis', 'Commodity Trading', 'Credit Risk', 'Design of Experiments', 'Data Analysis']}, {'\n  Tools & Technologies': ['SQL', 'Tableau', 'SPSS', 'Minitab', 'Java', 'C++', 'SAP Sales & Distribution', 'Microsoft PowerPoint', 'C', 'HTML', 'Microsoft Office', 'Microsoft Azure', 'Microsoft Excel', 'Databases', 'Microsoft Word']}, {'\n  Other Skills': ['Data Cleaning', 'Statistical Inference', 'Logistic Regression', 'Linear Programming', 'Hypothesis Testing', 'ANOVA', 'Database Management System (DBMS)', 'SNOW', 'Root Cause Problem Solving', 'SAP Logistics Execution', 'Data Analytics', 'Business Continuity Management', 'SAP TSW', 'Product Risk', 'Data Warehousing and Management ', 'Legacy System Migration Workbench', 'StatTools', 'EDA']}]","Machine Learning,Python,R"
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Integration', 'Computer Security', 'Information Security', 'Software Project Management', 'Software Documentation', 'Network Security', 'Enterprise Architecture', 'Security', 'Requirements Analysis', 'Solution Architecture', 'Business Intelligence', 'Big Data', 'User Interface Design', 'Database Design']}, {'\n  Tools & Technologies': ['Databases', 'SQL', 'MS Project']}, {'\n  Other Skills': ['Usability Engineering', 'Data Science', 'Security Incident Response', 'Data Warehouse Architecture', 'Fuzzy Logic', 'Predictive Analytics']}]","Software Development,SharePoint,Program Management"
,,
Greater Seattle Area,"[{'\n  Industry Knowledge': ['Science', 'Data Analysis', 'Mathematics', 'Computer Science', 'Programming', 'Higher Education']}, {'\n  Tools & Technologies': ['Microsoft Office', 'Mathematica', 'LaTeX', 'Amazon Web Services (AWS)', 'Java', 'Python', 'Microsoft Excel']}, {'\n  Interpersonal Skills': ['Public Speaking', 'Teaching']}, {'\n  Other Skills': ['Number Theory', 'Theory']}]","Research,Calculus,Statistics"
