date,link,text,compensation,employment_type,images,description
2018-07-20 14:09,https://newyork.craigslist.org/lgi/sof/d/experienced-software/6648628519.html,Experienced Software Developer - ASP.NET/C#/PHP/JAVA/SQL,Commensurate with experience,full-time,,"
        ,
InterSoft Associates is a growing software development firm that passionately believes that technology and its proper application can help improve businesses processes.  ,
	,
We are currently seeking experienced Software Developers to join our growing team in an environment that prizes those who challenge themselves to grow both technically and professionally. ,
,
In this position you will be working with a bright and energetic team of software professionals where your responsibilities will include:,
•	Developing custom software applications for Fortune 500 companies.,
•	Consulting with our clients in order to design requirements and integration with external systems.,
•	Reporting design and development.,
•	Performing DBA activities in conjunction with your development.,
•	Performance tuning.,
•	Interaction with clients.,
,
We are looking for bright candidates with the following credentials:,
•	4 to 6 years of experience in software development.,
•	College Graduate with a Computer Science Degree - within a strong theoretical program.,
•	Masters Degree is a plus.,
•	Experience with or knowledge of C#, PHP, JAVA or VB.NET.,
•	Experience in developing web based applications using ASP.NET, PHP, Java, JavaScript, jQuery and AJAX.,
•	Ability to design, implement and support software applications.,
•	SQL Server programming and integration. Query writing & optimization, complex stored procedures, index tuning, DBA Activities & troubleshooting is a plus.,
•	Knowledge of MySQL, Oracle, or NoSQL database engines.,
•	Work as an Individual as well as in a team environment,
•	Good communication skills.,
,
Desirable/Nice to have:,
    • Experience writing WCF services.,
    • SDLC & Object Oriented Design.,
    • Knowledge of SSIS & SSRS,
    ,
Our developers all have at minimum a Bachelor's Degree in computer science and experience using several different programming languages.  Successful candidates will typically have strong analytical and organizational skills, exceptional programming skills, a true love of building quality software and a team spirit. Large-scale systems experience is highly desirable. Finance experience is not necessary.,
If you would like to work in a collegial atmosphere and expand your skills and experience, please send your resume -- including salary requirements.,
,
No H1 visa applicants please.,
,
    "
2018-07-22 16:40,https://newyork.craigslist.org/fct/sof/d/level-1-operations-process/6650420940.html,Level 1 Operations Process Support (Connecticut),Varied,full-time,,"
        ,
IMPORTANT:,
,
* If you do not answer the questions below in your response you will not be considered for the position.,
,
* All candidates will be given thorough criminal and financial background checks. ,
Please do not apply if you cannot pass such checks.,
,
* This position is in Connecticut,
,
SUMMARY:,
,
An opportunity for an articulate, process and detail-oriented individual to be a member of an innovative system and customer support operation team. ,
The successful candidate will facilitate operations across a broad spectrum of ,
mission-critical systems supporting financial research and trading.,
,
No industry or system knowledge is required to succeed in this role. If,
you like performing known and well-documented tasks, documenting a ,
broad range tasks so they can be performed routinely, and the satisfaction,
of completing them on-time while keeping things running, we'd like to talk,
to you!,
,
RESPONSIBILITIES:,
,
Support the continuous and high quality execution of mission-critical,
technology processes. The job function is to execute documented,
operational procedures efficiently and precisely, to document outcomes and,
to escalate when needed. In addition, the ideal candidate will identify,
opportunities to improve existing process team support procedures.,
,
REQUIREMENTS:,
,
* Candidate must be comfortable accessing multiple computer systems and,
programs and executing menu and command line oriented procedures as per,
documentation.,
,
* Basic ability to operate spreadsheets, use web tools, and other standard productivity tools.,
,
NICE TO HAVE:,
,
* Knowledge of financial or trading operations.,
,
* Previous experience with manual processes in claims processing,,
data entry, customer support, accounting, QA or other clerical settings.,
,
,
QUESTIONS: If you are interested in the position please compose a written,
response to the questions below and return it with your resume.,
,
1. Are you a US citizen or Green Card holder? At this time we can not sponsor working visas.,
,
2. What are your salary expectations?,
,
3. When can you start?,
,
4. Please describe any roles where you were responsible to execute a,
regular daily process.,
,
5. Please describe any roles where you improved or created processes and,
process documentation.,
,
6. Please send your resume with an intro letter containing at least 2,
references.,
,
,
    "
2018-07-21 15:05,https://newyork.craigslist.org/mnh/sof/d/consultant-training-program/6649587921.html,Consultant Training Program: Product Management,"Pay negotiable, will increase based on aptitude/ tenure of position",contract,,"
        ,
This 6 month training program will transition to a consultant role.,
,
No more 3 am scrolling through pages. This is your last stop.,
,
Position includes personalized mentorship with technology consultant in the media space, a deep dive into product development and ownership. ,
,
Pay negotiable, hourly pay will increase based on aptitude of candidate over tenure of position.,
,
Mission Statement: Building the next generation of influencers who never got a chance. ,
,
cjshay.github.io/portfolio/    "
2018-07-21 14:24,https://newyork.craigslist.org/mnh/sof/d/consultant-training-program/6649544254.html,Consultant Training Program: Project Management,"Pay negotiable, will increase based on aptitude/ tenure of position",contract,,"
        ,
This 6 month training program will transition to a consultant role.,
,
No more 3 am scrolling through pages. This is your last stop.,
,
Position includes personalized mentorship with technology consultant in the media space, a deep dive into agile methodology, leadership development, and management/entrepreneurship.,
,
Pay negotiable, hourly pay will increase based on aptitude of candidate over tenure of position.,
,
Mission Statement: Building the next generation of influencers who never got a chance. ,
,
cjshay.github.io/portfolio/    "
2018-07-21 15:34,https://newyork.craigslist.org/mnh/sof/d/consultant-training-program/6649618406.html,Consultant Training Program: Software Engineer,"Pay negotiable, will increase based on aptitude/ tenure of position",contract,,"
        ,
This 6 month training program will transition to a consultant role.,
,
The trains lights are binary. You either stop or go.,
,
Position includes personalized mentorship with technology consultant in the media space, a deep dive into Ruby on Rails, Javascript, Agile methodologies, Frontend/Backend Web Development.,
,
Pay negotiable, hourly pay will increase based on aptitude of candidate over tenure of position.,
,
Mission Statement: Building the next generation of influencers who never got a chance. ,
,
cjshay.github.io/portfolio/    "
2018-07-22 18:43,https://newyork.craigslist.org/mnh/sof/d/full-stack-web-engineer/6650519363.html,Full Stack Web Engineer needed for On-demand Beauty Education Company,Compensation: competitive based on experience,full-time,,"
        ,
We are an on-demand beauty education company looking for a highly skilled and experienced full stack web engineer to join our startup team of creatives to help spearhead our growing engineering team. This person would design and implement complex web applications and features services our clients worldwide. This person would do so using an evolving mix of the most cutting edge technologies available including AWS, Spring Boot, and ReactJS.,
,
The candidate should have a passion for the following:,
,
• Building large scale web applications that serve and delight thousands of users,
•Exceptional code and software design,
•Innovating with new technologies or design patterns to solve interesting business critical problems ,
• Sharing unique knowledge with peers,
• Coordinating with engineering and business partners to great digital products for our users,
,
Must have qualifications:,
 ,
• Know java and at least one other programming language very well ,
•Know PHP, MySql, AngularJS, jQuery-javascript,
•Good knowledge of Linux Server,
•Good knowledge of AWS ec2 server, and json API structure and AngularJS 2 and 3,
• Native Android developer,
• IOS Objective C developer ,
• At least 5yrs experience designing and implementing large scale web applications ,
•Mastery of API driven application design,
• Experience scaling large web applications ,
• Be comfortable with third-party backend API integrations ,
• Be comfortable with databases: Schema design, queries, and performance.,
,
Nice to have qualifications:,
• Bachelor's degree or higher in computer science or computer engineering ,
• Experience ReactsJS, Redux, Angular JS, Webpack, and other web application tools,
• Experience with e-commerce platforms, shopping charts, payment gateways ,
• Experience with large scale online community applications ,
• Mobile development experience ,
•Experience with AWS,
,
Compensation is very competitive!    "
2018-07-31 14:29,https://newyork.craigslist.org/mnh/sof/d/ios-developer/6658438817.html,iOS Developer,"Competitive salary $100,000 - $120,000 based on knowledge & experience",full-time,,"
        ,
At this financial instituion, the iOS platform is recognized as an opportunity to reach our customers in unique, personal and engaging ways. Nothing is off limits as we explore exciting ways to take advantage of the full ecosystem of iOS powered devices. Our engineers are provided with top of the line Macbook Pros, multiple high-end monitors and the necessary tooling to develop the best possible products with the least amount of friction. We operate in small productive agile teams and use the best industry tools to collaborate across teams.,
,
Responsibilities:,
,
Work with product owners and Agile teams to understand, design, develop, and implement new features using engineering best practices, design guidelines, and principles.,
•Analyze and optimize code for efficiency and performance.,
•Advocate test-driven development and deliver high quality, resilient solutions,
•Continuously improve software engineering practices,
•Bring a passion to stay on top of tech trends,
•Experiment with and learn new technologies,
•Participate in internal & external technology communities and mentor others,
•Encourage innovation, teamwork, self-organization, and diversity,
,
Let your voice be heard. A strong preference for those that actively and comfortably engage in group conversations, both small and large,
,
Influence and contribute to the group dialog and incorporate feedback and communication from the broader team,
,
Be an active advocate of the iOS platform through both internal and external developer communities,
,
Actively engage with developers outside of the local sprint team across various disciplines (Android, iOS, APIs, Web, etc.) and throughout the application stack,
,
Remain an active learner in all technologies related to iOS development (Swift, iOS SDK, Xcode, 3rd party libraries, iOS developments, etc.),
,
Own and lead delivery of major components and platform needs in partnership with senior engineers and Architects. Consistently share best practices and improve processes within and across sprint teams. Mentor junior members of the team. Review pull requests and ensure adherence to Swift, and other language idioms Grow and provide SME level leadership,
,
Basic Qualifications:,
,
Bachelors Degree or military experience,
,
At least 3 years professional coding experience,
,
At least 1 year of professional iOS experience building native applications,
,
Preferred Qualifications:,
,
Bachelors Degree in Computer Science/Software Engineering,
,
Experience in TDD (Test Driven Development),
,
3 years of mobile development for native iOS applications,
,
2 year of experience with Swift,
,
1 years of experience with Objective-C and iOS Frameworks,
,
1 or more shipped iOS apps preferred,
,
A portfolio of open source code on GitHub preferred,
,
Candidate Details:,
,
2+ to 5 years experience,
,
Seniority Level - Mid-Senior,
,
Management Experience Required - No,
,
Minimum Education - Bachelor's Degree,
,
Willingness to Travel - Occasionally,
,
IDEAL CANDIDATE,
,
The ideal candidate will be able to jump right into a software engineering role. Looking for a strong character who is very assertive and articulates technology well. This person need to understand the buzzwords not just say / use them. This person should have a focus on performance and needs to know how to build a complete application from the DB through to the front end work with nothing more than a conceptual understanding and visual designs as needed. They should have a passion in learning new technologies, innovating and driving change, and collaborating other developers.,
,
WHY WE'RE A GREAT COMPANY,
,
As a leader in the financial technology space, we are seeking passionate Java Software Engineers, with an emphasis on passionate, to take the company where it is going. This opportunity is for Full Stack Developers who are interested in working in a collaborative environment while working on new technologies and building amazing cool things. Expertise in detailed technical design and development of applications using existing and emerging technology platforms. Team members will be able to participate in the technical design, development and implementation of Java based web applications.,
,
Job Type: Full-time,
,
Salary: $100,000.00 to $120,000.00 /year,
    "
2018-07-23 13:04,https://newyork.craigslist.org/wch/sof/d/senior-oracle-developer/6651093957.html,Senior Oracle Developer- Amalgamated Life Insurance,Negotiable,full-time,,"
        ,
Founded in 1943, Amalgamated Life Insurance Company is now recognized as one of the nation's leading providers of high quality life, health and worksite/voluntary insurance solutions. The Company's high quality claims management and fiscal stability have earned it over 40 consecutive A.M. Best ""A"" (Excellent) ratings, as well as six consecutive placements on the ""Ward's 50"" list of the nation's top performing insurance companies. Headquartered in White Plains, NY, Amalgamated Life is an employee-centered organization with a robust, highly-competitive employee benefits and compensation package. Employees enjoy a pleasant, modern workplace environment, which features state-of-the-art technology, onsite cafe and fitness facilities. The Company sponsors many nonprofit and charitable endeavors and supports its employees' participation in these worthwhile causes. Amalgamated Life is a member of the Amalgamated Family of Companies.,
,
 Benefits,
,
 Amalgamated Life takes pride in the competitive and extensive benefit programs that are offered to our full-time employees. Amalgamated Life's benefits package includes: Health and Dental Insurance,
 Optical Coverage ,
 Disability Coverage: Short-Term & Long-Term Plans ,
 Life Insurance Coverage ,
 Pension Plan ,
 401(k) Plan ,
 Fidelity Goal Planner After-Tax Savings Plan ,
 Flexible Spending Accounts for Health Care and Dependent Care ,
 Tuition Reimbursement ,
 Fitness Gym Membership Discounts ,
 e-TRAC (New York) ,
 Time off Benefits: Vacation, Sick ,
 Days, Personal Days, Holidays ,
 Opt-Out Reimbursement Program ,
 Employee Referral Award Program,
,
 This Employer Participates in E-Verify. See the E-Verify notices. Este Empleador Participaen E-Verify. Ver el E-Verify avisos.,
,
 ________________________________________________________________________________________________________,
,
Senior Oracle Developer,
,
Looking for senior to mid-level Oracle developer capable of working with business Managers and translate the requirements into technical solutions. 6-7 years of development experience is required. This person should have strong hands on experience in databases using PLSQL programming, understanding complex data models, and fine-tuning for the performance. This will be a mix of new project development and support of existing business applications. Someone coming from Insurance/Pension Industry and or  knowledge of Vitech would be strongly preferred.  ,
,
,
Developing Oracle PL/SQL Packages/Procedures/Functions that include collections, ref-cursors to pass the data between Java applications/Reports and the database.,
Gather and analyze requirements from business users and create functional specifications and design documents.,
Create and maintain data loads and business rules.,
Fine Tune SQL queries for better application and system performance.,
Create JasperSoft/Crystal reports.,
Maintain existing application using Java, HTML/CSS and JSP,
,
,
Job Requirements:,
,
Strong programming skills with Oracle PLSQL/Procedures/Packages,
Strong business knowledge of Pension Management system or Vitech Benefit Administration,
JasperSoft/Crystal reports,
Working knowledge of Workflow/Imaging systems/ Scanning / OCR technologies etc.,
Good analytical/Verbal skills,
Good skills in HTML, Java, JavaScript.,
,
    "
2018-07-23 13:06,https://newyork.craigslist.org/wch/sof/d/senior-web-developer/6651096029.html,Senior Web Developer - Amalgamated Life Insurance,Negotiable,full-time,,"
        ,
Founded in 1943, Amalgamated Life Insurance Company is now recognized as one of the nation's leading providers of high quality life, health and worksite/voluntary insurance solutions. The Company's high quality claims management and fiscal stability have earned it over 40 consecutive A.M. Best ""A"" (Excellent) ratings, as well as six consecutive placements on the ""Ward's 50"" list of the nation's top performing insurance companies. Headquartered in White Plains, NY, Amalgamated Life is an employee-centered organization with a robust, highly-competitive employee benefits and compensation package. Employees enjoy a pleasant, modern workplace environment, which features state-of-the-art technology, onsite cafe and fitness facilities. The Company sponsors many nonprofit and charitable endeavors and supports its employees' participation in these worthwhile causes. Amalgamated Life is a member of the Amalgamated Family of Companies.,
,
 Benefits,
,
 Amalgamated Life takes pride in the competitive and extensive benefit programs that are offered to our full-time employees. Amalgamated Life's benefits package includes: Health and Dental Insurance,
 Optical Coverage ,
 Disability Coverage: Short-Term & Long-Term Plans ,
 Life Insurance Coverage ,
 Pension Plan ,
 401(k) Plan ,
 Fidelity Goal Planner After-Tax Savings Plan ,
 Flexible Spending Accounts for Health Care and Dependent Care ,
 Tuition Reimbursement ,
 Fitness Gym Membership Discounts ,
 e-TRAC (New York) ,
 Time off Benefits: Vacation, Sick ,
 Days, Personal Days, Holidays ,
 Opt-Out Reimbursement Program ,
 Employee Referral Award Program,
,
 This Employer Participates in E-Verify. See the E-Verify notices. Este Empleador Participaen E-Verify. Ver el E-Verify avisos.,
,
 ________________________________________________________________________________________________________,
,
Looking for senior to mid-level developer capable of working with business Managers and translate to technical solutions. This person must have Pensions Schedules/Calculations programming background or have deep knowledge of Vitech Benefit Administration Systems. This person should have a strong background in database PLSQL/T-SQL programming, understanding complex data models, and fine-tuning. The person also have background with web development technologies like Java/PHP etc.,
,
,
•Developing Oracle PL/SQL Packages/Procedures/Functions that include collections, ref-cursors to pass the data between Java applications/Reports and the database.,
•Gather and analyze requirements from business users and create functional specifications and design documents.,
•Create and maintain data loads and business rules.,
•Tune SQL queries for better application and system performance.,
•Create JasperSoft/Crystal reports.,
•Maintain existing application using Java, HTML/CSS and PHP.,
•Development of Queries/Packages/Stored Procs in SQL Server.,
,
,
Qualifications   ,
,
•College Degree.,
•6 or more years prior experience.,
•Experience working on work-flow systems a plus.,
•Proactive and energetic personality.,
•Open to new technologies and learning new things.,
•Experience in Pension Calculation programming experience a plus.,
•Experience with data science technology like Hadoop/ R a plus.,
,
,
    "
2018-07-30 20:05,https://newyork.craigslist.org/brk/sof/d/php-object-oriented-web/6657823874.html,PHP Object Oriented Web Developer,TBD Based on experience,full-time,,"
        ,
We are an e-Commerce company in Sunset Park, Brooklyn, looking for an experienced on-location full-time Magento Back-End Developer to join our seasoned development team. Job responsibilities include working on several new and existing projects, helping solve business and technical issues through programming, and creating new features and system enhancements.,
,
Responsibilities include but may not be limited to:,
Developing new features,
Assist our front-end team with back-end architecture,
,
Required Skills and Qualifications: ,
Strong problem analysis and problem-solving abilities,
Ability to prioritize, organize and get work done efficiently and effectively,
Proficient understanding of server-side scripting with PHP,
Proficient understanding of OOP MVC Development.,
,
Strongly Preferred:,
Experience using Git in Team Projects.,
,
This job is on-site ONLY. Please do not contact us if you are an rgency, or if you are looking for remote work.    "
2018-07-31 09:48,https://newyork.craigslist.org/brk/sof/d/app-software-developer-with/6658126457.html,App / Software Developer with API knowledge,$20/hr,full-time,,"
        ,
Hello All,,
,
Our company focuses on e-commerce via Amazon and Ebay and we are in search for a developer to create custom plug-ins / mini apps to help facilitate our day to day operations. ,
,
API knowledge is critical because most information and actions are handled via API. Actual web design is not as important because we are not really looking to make a product for sale just something to use in-house. ,
,
Previous experience with CHROME PLUG-INS is a plus. We currently use some chrome plug-ins which also hook on to GOOGLE SHEETS to give us data or to print labels. ,
,
Examples: Refund a customer without going back to the specific channel. Automatically sending emails to customers who purchase a specific product. These are just a few things but we would love to hear what else is possible. ,
,
Full-Time position. ,
Salary based on experience.    "
2018-08-01 12:42,https://newyork.craigslist.org/fct/sof/d/project-coordinator/6659243491.html,Project Coordinator,up to $50k,full-time,,"
        ,
Jobson Interactive (JI), a division of Jobson Healthcare Information, is a fast-paced, rapidly expanding, digital resource to the healthcare marketplace. Based in Wilton CT, and Colorado Springs Co, JI develops and maintains; integrated web and e-commerce applications, mobile rep applications, and response driven e-mail marketing campaigns. Jobson Interactive has an immediate opening for the position of Project Coordinator.,
,
Job Description ,
,
Based in our Wilton, CT offices, this is a unique growth opportunity for a highly organized eager / motivated individual with a passion for the digital world. Reporting to our Director of Client Services, The Project Coordinator is an essential member of our team, responsible for general support for multiple facets of our business, including Web / Mobile App Customer support, the execution of client email marketing campaigns, marketing, and sales. ,
,
The role involves strong communication with clients and team members via email, phone, skype, and our ACE Project Management Software. The ideal candidate should have a passion to learn and must possess the willingness and ability to handle a wide variety of challenges in a fast-paced environment.,
,
Duties and Responsibilities:,
 ,
•	Support our licensed mobile app and e-commerce customers,
•	Log and manage support tasks and maintenance requests in our Project Management Software System,
•	Project manage Website Maintenance and Licensed Mobile App customer support tasks,
•	Support JI's direct email marketing service for clients,
•	Work with our customers and developers to prepare and execute direct email marketing campaigns and post campaign reports.,
•	Coordinate internal marketing / lead generation campaigns / manage our company Website,
•	Assist in maintenance and testing of existing websites.,
•	Identify out-of-scope requests and pass them along to our Director of Client Services,
•	Successfully communicate and interact with members of our development team,
•	Work collaboratively with our Director of Client Services our Project Managers, Designers, Developers and our company President ,
•	Flexibility to take on additional roles and responsibilities where needed.,
,
Required Skills / Experience,
 ,
•	0-3 years' business experience ,
•	Bachelor's degree,
•	Outstanding interpersonal and client support skills ,
•	Excellent written and oral communications skills,
•	Highly organized / Independent yet collaborative worker ,
•	Able to handle multiple projects and work as a team member in a fast-paced environment,
•	Must be self-driven, detail oriented, and able to produce quality, timely results with little supervision ,
•	Open minded, flexible, can-do attitude,
•	Eagerness to learn and grow with our business,
•	Basic HTML / design skills are helpful but not required,
•	A Working knowledge of Digital marketing and development terms is a plus ,
•	Fluent with Microsoft Office applications ,
,
,
Job Location: ,
,
Based in our Wilton, CT office and requires very limited travel to an annual meeting in our Colorado Springs office.,
,
Compensation:,
,
Salary up to $50k. JHI offers a positive, flexible work environment, paid vacation, summer hours, and comprehensive benefits including medical, dental, 401k and FSA.  ,
,
    "
2018-07-23 09:43,https://newyork.craigslist.org/mnh/sof/d/ba-qabusiness-analyst-quality/6650859845.html,BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT,DOE,contract,,"
        ,
BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT,
,
,
For more information please call 732 250 3906,
,
Demo Introduction Video: www.youtube.com/watch?v=SHj5bH6VTu8,
,
We offer a Combo BA/QA Course where the students can learn the concepts of BA/QA in the same Program with out any additional effort. This also gives the flexibility for the students to choose the best Career option...BA or QA at the end of the course.,
,
100% JOB PLACEMENT ASSISTANCE RECORD. ALSO SPECIALIZE IN JOBS PLACEMENTS IN NJ,NY as we work mostly with LOCAL CLIENTS in EAST COAST.,
,
We offer detailed ,comprehensive and Job Oriented training in Business Analyst/Quality Analysis with Placement Assistance.,
Flexible timings on Weekdays/Weekends,
Professional guidance for resume preparation and interviews,
Counseling/One-on-one discussion with Trainer to clarify your doubts.,
Flexible timings for the training.,
Aggressive marketing by experienced placement team,
H1b and Green cards sponsorship for deserving candidates,
Training for Certifications and Reimbursement for Certifications on a need basis.,
Professional Training and training material.,
We are currently looking for Citizens/GC holders/OPT/CPT holders/ H1B,
We provide excellent benefits like,
,
Competitive Salary or hourly rates.,
Health Insurance.,
Corporate training opportunities,
Job Placement,
Resume Preparation,
Discussion on Interview Questions,
Job Placement Support,
On Job Support,
,
,
For more information please call 732 250 3906,
QA Testing Course Content,
Introduction to Software Testing,
• What is Software Testing?,
,
Software Development Life cycle,
• Requirements,
• Analysis,
• Design,
• Coding,
• Testing,
• Acceptance,
,
SDLC Models,
• Agile,
• Waterfall model,
• Spiral model,
• V-Model,
,
Testing-Methods,
• White Box Testing,
• Black Box testing,
• Gray Box testing,
,
Types of Testing (Black Box Testing),
• Build Verification Testing,
• Functional Testing,
• Integration Testing,
• Regression Testing,
• System Testing,
• Acceptance Testing,
• Smoke and Sanity Testing,
• Ad-hoc Testing,
• Exploratory Testing,
• Compatibility Testing,
• Disaster Recovery Resting,
• Load, Volume, Stress and Performance Testing,
,
Testing Life Cycle / Quality Assurance Life Cycle / Software Testing Life Cycle,
• Requirements,
• System study,
• Test plan,
• Test Cases,
• Traceability Matrix,
• Test case execution,
• Defect tracking,
• Test Summary Report,
• User Acceptance Testing,
,
Test Plan,
• Objective,
• Scope,
• Approach,
• Methodologies,
• Deliverables,
• Test environment,
• Schedule and Resources,
• Effort and estimation,
• Entry and Exit criteria,
• Templates,
• Risk,
• Assumption,
• Contingency Plan,
• References,
,
Test Case,
• Test Case Design,
• How to write test cases,
• When to execute test cases,
,
Checklists,
• How to create checklists,
• When to use checklists,
,
Defect tracking,
• Defect life cycle,
• Severity, priority,
• Defect tracking Tool -- Quality Center, Bugzilla and Rational Clear Quest,
• Defect report,
• Defect Tracking Sheet ,
• OK for recruiters to contact this job poster.,
• do NOT contact us with unsolicited services or offers    "
2018-08-01 13:25,https://newyork.craigslist.org/brk/sof/d/seasoned-back-end-developer/6659293016.html,Seasoned Back-end Developer,"75,000 - 100,000",full-time,,"
        ,
We are looking for an on-site seasoned back-end developer to help maintain, enhance and optimize all aspects of our current platform.  You will also be responsible for integrating the front-end elements built by your coworkers into the application. A good understanding of front-end technologies is therefore necessary as well. This is a high-traffic, global website. If you've had experience with projects or companies that are similar, it is advantageous.,
,
No agencies. No third-parties and absolutely no outsourced outfits!,
,
Responsibilities + Skills,
,
- Integration of user-facing elements developed by a front-end developers with server side logic,
- Extensive experience with multiple payment processors, load-balancing payment transactions is a big plus.,
- Extensive knowledge of SQL (PostgreSQL/MySQL),
- Understanding of data structures, algorithms, software engineering design patterns and principles. ,
- Proficient knowledge of a back-end programming language - Perl, Python, Javascript,
- Extensive knowledge of code versioning tools,
- Familiarity with RESTful APIs and integrating them into your codebase,
- Optimization of the application for maximum speed and scalability,
- Implementation of security and data protection,
- Proficiency in a Unix environment including basic server setup, management, database administration and scaling an application to support load changes,
- Firewall, Security and compliance knowledge,
- User authentication,
- Experience with multi-lingual applications is a plus,
- Setup and administration of backups,
- A BS in Computer Science, MS Preferred,
    "
2018-08-06 09:32,https://newyork.craigslist.org/lgi/sof/d/developer/6663381784.html,Developer,Negotiable,full-time,,"
        ,
Position: Developer,
,
Company Profile:,
,
Fragrance.com is a leading beauty e-commerce company located on Long Island and was created to provide the public with access to the largest inventory of genuine, brand name fragrances, skincare, candles, aromatherapy and more at the lowest possible prices.,
,
Overview:,
,
We are seeking multiple Developers (at all different levels) for the maintenance and development of back end software that runs our fulfillment and order management application systems.,
,
,
Requirements:,
•C#,
•SQL,
•.Net,
,
Desired but not required (willing to train):,
,
Languages: CSS, HTML, JavaScript, MySQL, T-SQL, VB.NET, XAML, XML,
,
Development Methodologies/Tools: ASP.NET, MVC, MVVM, Nagios, .NET 4.6, SVN, WCF, WinForms, WPF,
,
Operation Systems: Linux, Windows 7/10/Mobile 6.1, Windows Server 2008,
,
NO RECRUITERS PLEASE!,
,
Competitive base salary plus excellent benefits.,
Fragrance.com is an equal opportunity employer.,
    "
2018-08-01 15:43,https://newyork.craigslist.org/mnh/sof/d/salesforce-administrator/6659450657.html,Salesforce Administrator - Furnished Quarters,"Competitive Salary, Paid Holidays, PTO, Health Benefits, 401k w/company matching",full-time,"https://images.craigslist.org/00O0O_bmZhClnkgrz_600x450.jpg,https://images.craigslist.org/00u0u_kAczp8tn0s4_600x450.jpg,https://images.craigslist.org/00000_lOLdXq5mFLV_600x450.jpg,https://images.craigslist.org/00o0o_46gXBTorMAS_600x450.jpg","
        ,
,    "
2018-08-06 15:28,https://newyork.craigslist.org/mnh/sof/d/lead-mobile-developer-up-to/6663797161.html,Lead Mobile Developer (up to $155K per year),$105K - $155K per year DOE,full-time,,"
        ,
To apply, please click on the following link: ,
,
About Us,
Virtual Service is the inventor of a new industry called the remote doorman. We were the first to market and launched the remote doorman industry with our innovative system.  Now we have taken the industry to a whole new level.,
,
Today we are a multimillion dollar industry and in the next few years, we are expected to become a multibillion-dollar company. We are an exceptional company looking for exceptional individuals as we are growing and expanding we need individuals with a great work ethic and a great attitude.,
,
Responsibilities,
• Design, develop/write the code for our mobile apps,
• Test and debug our mobile apps,
• Provide UI/UX insight,
,
Education,
• Bachelor's Degree, computer science or related field (a plus),
,
Qualifications,
• You must have created at least one app that you can show me,
,
Skills,
• Highly Skilled iOS or Android Developer,
• Learns concepts easily,
• Solves problems effectively,
• 250 Hours on Upwork or other,
• Someone who takes pride in their work and makes polished looking products,
,
Compensation,
$105K - $155K per year DOE,
,
Position Type,
Full-Time,
,
Benefits,
We offer a good health plan as well as eye and dental.  Additionally, we offer a generous match to our 401K plan.  We enjoy company outings like Jetskiing beach and sun.,
The employee has the option of working from home up to 2 days per week,
,
Will compensate for travel.,
,
,
,
To apply, please click on the following link: ,    "
2018-08-02 15:52,https://newyork.craigslist.org/jsy/sof/d/mentor-with-knowledge-of/6660382295.html,Mentor with knowledge of Xamarin needed,willing to pay $40.00 per hour,employee's choice,,"
        ,
,
Web Developer in search of help with Xamarin project. Willing to pay 40.00$ per hour. One onsite visit possibly remote afterwards.    "
